algorithm_id,instance,run_idx,hv,igd_plus,spacing,spread,n_pareto,n_f1_layers,status
nsga2,c105_21,8,1336531198.358283,247.276561,0.686449,17455.9916,105,10,ok
nsga2,c105_21,9,1368946227.993221,375.587767,0.629257,17936.6276,105,10,ok
nsga2,c105_21,10,1240249608.984731,407.277234,0.989896,18762.724,105,11,ok
nsga2,c105_21,11,1409014545.834682,204.134724,0.703126,13778.3402,105,11,ok
nsga2,c105_21,12,1193345783.195515,268.352471,0.766442,12862.1047,105,10,ok
nsga2,c105_21,13,1297070865.492363,121.297776,0.701505,12792.8071,105,8,ok
nsga2,c105_21,14,1173006297.373942,301.204185,0.643658,13191.2127,105,6,ok
nsga2,c105_21,15,1393286764.10071,131.603792,1.245002,11208.4184,105,11,ok
nsga2,c105_21,16,1397296671.689745,225.150923,0.776854,14032.1832,105,11,ok
nsga2,c105_21,17,1244696685.31298,490.851562,0.582376,16779.9482,105,9,ok
nsga2,c105_21,18,1366525424.061562,174.392031,0.58692,14102.2416,105,9,ok
nsga2,c105_21,19,1234639688.757766,358.513393,0.591442,10521.2878,105,7,ok
