config_id,config_label,instance,run_idx,seed,n_neighbors,prob_neighbor_mating,decomposition,pbi_theta,n_evals,effective_evals,n_feasible,n_total,n_unique_obj,n_unique_feasible,n_f1_layers,best_f1,best_f2,best_f3,hv_raw,elapsed_s,timestamp,error
C9,WeightedSum,c208_21,4,1404289238,10,0.9,weighted-sum,,300000,300090,105,105,38,38,4,5.0,1356.8897593591405,2125.916190658029,388342315990.3801,1120.285,2026-04-11T05:08:36,
C9,WeightedSum,r201_21,1,3911971250,10,0.9,weighted-sum,,300000,300090,105,105,44,44,4,7.0,1380.443100468881,243.03564708576772,0.0,822.56,2026-04-11T05:11:15,
C9,WeightedSum,r201_21,2,3593304614,10,0.9,weighted-sum,,300000,300090,105,105,48,48,3,9.0,1411.6767366938402,316.59699058135425,0.0,848.346,2026-04-11T05:13:14,
C9,WeightedSum,r201_21,4,3590101666,10,0.9,weighted-sum,,300000,300090,105,105,43,43,6,8.0,1271.4518370725423,108.88305244845242,0.0,770.006,2026-04-11T05:17:43,
C10,n5+p0.7+PBI,c101_21,1,225910528,5,0.7,pbi,5.0,300000,300090,105,105,45,45,2,31.0,3582.1698837400377,2434.305774463391,0.0,755.164,2026-04-11T05:18:33,
C9,WeightedSum,r201_21,3,2716545702,10,0.9,weighted-sum,,300000,300090,105,105,42,42,6,7.0,1333.3120455161659,246.8812686054852,0.0,864.55,2026-04-11T05:18:58,
C10,n5+p0.7+PBI,c101_21,2,939143037,5,0.7,pbi,5.0,300000,300090,105,105,49,49,3,30.0,3533.946247809471,4697.49231555546,0.0,758.986,2026-04-11T05:19:31,
C10,n5+p0.7+PBI,c101_21,3,3857233598,5,0.7,pbi,5.0,300000,300090,105,105,43,43,2,32.0,3790.443949945731,3751.2868890891177,0.0,779.09,2026-04-11T05:20:03,
C10,n5+p0.7+PBI,c101_21,4,3581941011,5,0.7,pbi,5.0,300000,300090,105,105,42,42,1,32.0,3807.938771484419,2120.4739275146085,0.0,766.696,2026-04-11T05:20:20,
C10,n5+p0.7+PBI,c208_21,1,2539745806,5,0.7,pbi,5.0,300000,300090,105,105,55,55,1,10.0,3030.955411528317,2734.0617138118314,265456671731.77942,1152.732,2026-04-11T05:26:48,
C10,n5+p0.7+PBI,c208_21,2,738722663,5,0.7,pbi,5.0,300000,300090,105,105,56,56,1,11.0,3159.9166297698057,1138.1037501400185,255299153966.34143,1101.476,2026-04-11T05:26:58,
C10,n5+p0.7+PBI,r106_21,1,608455815,5,0.7,pbi,5.0,300000,300090,105,105,51,51,4,29.0,2567.794751772177,138.9853285025085,0.0,699.321,2026-04-11T05:29:22,
C10,n5+p0.7+PBI,r106_21,2,2313425393,5,0.7,pbi,5.0,300000,300090,105,105,58,58,7,29.0,2558.5509222846295,117.36610643384702,0.0,690.71,2026-04-11T05:30:04,
C10,n5+p0.7+PBI,c208_21,3,771153131,5,0.7,pbi,5.0,300000,300090,105,105,51,51,1,11.0,3245.105540886511,4381.282175171555,247695996973.09518,1138.544,2026-04-11T05:30:14,
C10,n5+p0.7+PBI,r106_21,3,3050027008,5,0.7,pbi,5.0,300000,300090,105,105,46,46,2,29.0,2563.86921036376,100.54469107129479,0.0,690.537,2026-04-11T05:30:28,
C10,n5+p0.7+PBI,r106_21,4,499130308,5,0.7,pbi,5.0,300000,300090,105,105,52,52,3,28.0,2372.310780970525,72.15149363428412,0.0,679.792,2026-04-11T05:30:51,
C10,n5+p0.7+PBI,c208_21,4,226845057,5,0.7,pbi,5.0,300000,300090,105,105,51,51,1,11.0,3164.372394386774,1298.6603662260725,254903427888.56036,1108.538,2026-04-11T05:31:43,
C10,n5+p0.7+PBI,r201_21,1,169789371,5,0.7,pbi,5.0,300000,300090,105,105,46,46,2,12.0,2756.6453547698216,185.07054048718464,0.0,796.643,2026-04-11T05:33:19,
C10,n5+p0.7+PBI,r201_21,2,2504975860,5,0.7,pbi,5.0,300000,300090,105,105,52,52,1,14.0,2408.0577537458016,201.30294938488382,0.0,839.377,2026-04-11T05:34:20,
C10,n5+p0.7+PBI,r201_21,3,105344620,5,0.7,pbi,5.0,300000,300090,105,105,48,48,3,12.0,2565.0010414072435,114.08257593656708,0.0,844.617,2026-04-11T05:40:53,
C11,n5+WS,c101_21,1,550334997,5,0.9,weighted-sum,,300000,300090,105,105,52,52,9,18.0,2102.9583478428517,4924.084398157194,0.0,736.126,2026-04-11T05:41:38,
C10,n5+p0.7+PBI,r201_21,4,214205173,5,0.7,pbi,5.0,300000,300090,105,105,48,48,2,12.0,2816.5633646291753,635.0188756557806,0.0,889.384,2026-04-11T05:41:47,
C11,n5+WS,c101_21,2,1061403178,5,0.9,weighted-sum,,300000,300090,105,105,51,51,11,18.0,2088.3244119582855,4073.614584297885,0.0,736.138,2026-04-11T05:42:20,
C11,n5+WS,c101_21,4,2881000981,5,0.9,weighted-sum,,300000,300090,105,105,46,46,7,18.0,2163.91796704845,3378.092542907088,0.0,712.687,2026-04-11T05:42:21,
C11,n5+WS,c101_21,3,4144506189,5,0.9,weighted-sum,,300000,300090,105,105,45,45,13,19.0,2183.242914056396,3041.1131445469605,0.0,745.198,2026-04-11T05:42:39,
C11,n5+WS,c208_21,1,4260889333,5,0.9,weighted-sum,,300000,300090,105,105,52,52,4,5.0,1485.4693282489964,1861.7299219718782,377399117736.856,1125.646,2026-04-11T05:49:37,
C11,n5+WS,c208_21,2,2578854515,5,0.9,weighted-sum,,300000,300090,105,105,53,53,3,6.0,1353.37932033952,599.6873556797111,382986066006.80194,1092.878,2026-04-11T05:49:56,
C11,n5+WS,r106_21,1,1196292805,5,0.9,weighted-sum,,300000,300090,105,105,53,53,11,22.0,1917.6752742264287,6.8100233361119535,0.0,640.636,2026-04-11T05:51:34,
C11,n5+WS,c208_21,3,2268991901,5,0.9,weighted-sum,,300000,300090,105,105,52,52,4,6.0,1325.199031448053,3631.1958818407684,382868158259.6887,1099.739,2026-04-11T05:51:39,
C11,n5+WS,c208_21,4,1507270832,5,0.9,weighted-sum,,300000,300090,105,105,52,52,3,6.0,1323.5171461220716,1789.9429488881979,388872648316.45776,1083.889,2026-04-11T05:52:23,
C11,n5+WS,r106_21,2,1760593692,5,0.9,weighted-sum,,300000,300090,105,105,61,61,15,18.0,1716.2764464241004,46.32084690436777,0.0,655.627,2026-04-11T05:52:34,
C11,n5+WS,r106_21,3,2103152045,5,0.9,weighted-sum,,300000,300090,105,105,50,50,13,19.0,1856.9483690196873,0.6014705087354457,0.0,667.485,2026-04-11T05:52:54,
C11,n5+WS,r106_21,4,186133248,5,0.9,weighted-sum,,300000,300090,105,105,60,60,12,20.0,1851.396897298081,39.254542343539825,0.0,663.906,2026-04-11T05:53:24,
C11,n5+WS,r201_21,2,2093752223,5,0.9,weighted-sum,,300000,300090,105,105,55,55,5,7.0,1297.5833283725474,9.785067203198821,0.0,793.401,2026-04-11T05:55:52,
C11,n5+WS,r201_21,1,2592595231,5,0.9,weighted-sum,,300000,300090,105,105,53,53,4,7.0,1307.421267964758,130.67019978828222,0.0,816.976,2026-04-11T05:55:58,
C11,n5+WS,r201_21,3,1183158327,5,0.9,weighted-sum,,300000,300090,105,105,54,54,4,9.0,1446.4218671586148,216.89164717369502,0.0,800.8,2026-04-11T06:02:57,
C11,n5+WS,r201_21,4,4197477055,5,0.9,weighted-sum,,300000,300090,105,105,49,49,6,8.0,1365.829831543661,315.7793671583922,0.0,820.87,2026-04-11T06:03:37,
C12,extremo(n3+p0.5+PBI),c101_21,2,3749288638,3,0.5,pbi,5.0,300000,300090,105,105,54,54,2,31.0,3609.271176553555,3841.055720548308,0.0,737.691,2026-04-11T06:03:57,
C12,extremo(n3+p0.5+PBI),c101_21,1,3959651989,3,0.5,pbi,5.0,300000,300090,105,105,53,53,3,29.0,3743.602479227684,2199.1001126880556,0.0,763.592,2026-04-11T06:04:17,
C12,extremo(n3+p0.5+PBI),c101_21,3,1778074628,3,0.5,pbi,5.0,300000,300090,105,105,56,56,2,31.0,3706.04737359916,3705.4601895448736,0.0,765.846,2026-04-11T06:05:09,
C12,extremo(n3+p0.5+PBI),c101_21,4,1459904735,3,0.5,pbi,5.0,300000,300090,105,105,58,58,2,30.0,3730.333204178398,3648.5861391418807,0.0,770.299,2026-04-11T06:05:24,
C12,extremo(n3+p0.5+PBI),c208_21,2,1981485966,3,0.5,pbi,5.0,300000,300090,105,105,64,64,1,10.0,2849.0616891213867,604.7506722724568,279508079428.00977,1100.6,2026-04-11T06:11:45,
C12,extremo(n3+p0.5+PBI),c208_21,1,2391965014,3,0.5,pbi,5.0,300000,300090,105,105,60,60,1,12.0,3499.56703909781,1137.379785625565,229680550028.68524,1164.733,2026-04-11T06:12:19,
C12,extremo(n3+p0.5+PBI),c208_21,4,290548307,3,0.5,pbi,5.0,300000,300090,105,105,58,58,1,12.0,3148.8668677294677,379.52114643671257,254617171354.5247,1065.611,2026-04-11T06:13:44,
C12,extremo(n3+p0.5+PBI),r106_21,1,3349682173,3,0.5,pbi,5.0,300000,300090,105,105,69,69,6,27.0,2507.5680349392255,86.2300242883599,0.0,678.228,2026-04-11T06:14:16,
C12,extremo(n3+p0.5+PBI),c208_21,3,3847707829,3,0.5,pbi,5.0,300000,300090,105,105,60,60,1,11.0,3110.596517015023,2870.5453195071254,257894074615.1524,1105.541,2026-04-11T06:14:18,
C12,extremo(n3+p0.5+PBI),r106_21,2,3034946488,3,0.5,pbi,5.0,300000,300090,105,105,59,59,4,29.0,2469.589137420009,96.79916610614923,0.0,658.947,2026-04-11T06:14:36,
C12,extremo(n3+p0.5+PBI),r106_21,3,2256669750,3,0.5,pbi,5.0,300000,300090,105,105,64,64,3,31.0,2530.4849603265397,140.33149193528678,0.0,682.302,2026-04-11T06:15:19,
C12,extremo(n3+p0.5+PBI),r106_21,4,2727120908,3,0.5,pbi,5.0,300000,300090,105,105,65,65,4,29.0,2448.6328979161653,144.86304583311198,0.0,666.265,2026-04-11T06:15:24,
C12,extremo(n3+p0.5+PBI),r201_21,1,3801447596,3,0.5,pbi,5.0,300000,300090,105,105,64,64,3,13.0,2566.0180814044443,233.24914830023226,0.0,789.664,2026-04-11T06:18:19,
C12,extremo(n3+p0.5+PBI),r201_21,2,1956320525,3,0.5,pbi,5.0,300000,300090,105,105,62,62,1,12.0,2641.6771356124327,284.0430157912248,0.0,815.071,2026-04-11T06:18:59,
C12,extremo(n3+p0.5+PBI),r201_21,3,4140301481,3,0.5,pbi,5.0,300000,300090,105,105,60,60,1,15.0,2791.1059756874547,16.492855684535925,0.0,617.494,2026-04-11T06:22:02,
C12,extremo(n3+p0.5+PBI),r201_21,4,1122470666,3,0.5,pbi,5.0,300000,300090,105,105,61,61,2,11.0,2436.7306273388585,430.54875408435163,0.0,674.386,2026-04-11T06:23:34,
