algorithm_id,instance,run_idx,seed,n_evals_budget,n_evals_actual,n_feasible,n_pareto,hv_quick,igd_plus_quick,best_f1,best_f2,best_f3,n_f1_layers,elapsed_seconds,timestamp_start,timestamp_end,status,pickle_path,git_commit
nsga2,c109_21,20,3642755524,850000,850080,105,105,37407376.483429,,13.0,1685.8399,13.9097,6,1914.707,2026-04-24T06:48:54,2026-04-24T07:20:49,ok,pickles\nsga2\c109_21\run20.pkl,ee61198
moead_ws,c108_21,4,2339232934,850000,850080,105,97,103246418.455037,,14.0,1556.9433,512.36,7,2159.215,2026-04-24T06:52:09,2026-04-24T07:28:09,ok,pickles\moead_ws\c108_21\run04.pkl,ee61198
smsemoa,c108_21,21,2527583185,850000,850080,105,105,96860062.303308,,13.0,1570.7155,528.7477,9,1901.562,2026-04-24T07:02:20,2026-04-24T07:34:02,ok,pickles\smsemoa\c108_21\run21.pkl,ee61198
moead_ws,c109_21,3,586746034,850000,850080,105,98,145730227.029314,,13.0,1654.6018,1207.0344,7,2344.761,2026-04-24T07:05:47,2026-04-24T07:44:52,ok,pickles\moead_ws\c109_21\run03.pkl,ee61198
moead_ws,c208_21,29,852672801,850000,850080,105,91,28402487.907488,,5.0,1068.6161,239.5303,3,3241.578,2026-04-24T06:50:55,2026-04-24T07:44:57,ok,pickles\moead_ws\c208_21\run29.pkl,ee61198
smsemoa,c208_21,6,2551822200,850000,850080,105,74,17964749.326053,,5.0,923.4824,0.0,3,3320.3,2026-04-24T06:54:29,2026-04-24T07:49:50,ok,pickles\smsemoa\c208_21\run06.pkl,ee61198
smsemoa,c108_21,15,1486204335,850000,850080,105,105,51977507.759573,,14.0,1680.6687,462.2738,6,1853.803,2026-04-24T07:20:49,2026-04-24T07:51:43,ok,pickles\smsemoa\c108_21\run15.pkl,ee61198
smsemoa,c109_21,15,3125293233,850000,850080,105,105,30855200.64181,,12.0,1648.2885,182.3417,7,1952.526,2026-04-24T07:19:28,2026-04-24T07:52:01,ok,pickles\smsemoa\c109_21\run15.pkl,ee61198
moead_ws,c208_21,21,259115683,850000,850080,105,105,151219529.883446,,5.0,1195.1644,4549.8671,2,3709.416,2026-04-24T07:02:06,2026-04-24T08:03:55,ok,pickles\moead_ws\c208_21\run21.pkl,ee61198
smsemoa,c108_21,26,626314207,850000,850080,105,105,154210986.433085,,12.0,1772.2296,402.9133,10,1875.633,2026-04-24T07:44:57,2026-04-24T08:16:13,ok,pickles\smsemoa\c108_21\run26.pkl,ee61198
nsga2,c109_21,16,918344446,850000,850080,105,105,35051505.321188,,12.0,1509.5448,60.154,7,1888.273,2026-04-24T07:44:52,2026-04-24T08:16:20,ok,pickles\nsga2\c109_21\run16.pkl,ee61198
smsemoa,c208_21,11,3899550427,850000,850080,105,99,28302814.900758,,5.0,959.1926,0.0,3,3075.774,2026-04-24T07:28:09,2026-04-24T08:19:25,ok,pickles\smsemoa\c208_21\run11.pkl,ee61198
smsemoa,c108_21,17,2566030424,850000,850080,105,105,29554169.223312,,13.0,1495.6586,465.2271,5,1828.61,2026-04-24T07:49:50,2026-04-24T08:20:19,ok,pickles\smsemoa\c108_21\run17.pkl,ee61198
smsemoa,c208_21,3,2352962900,850000,850080,105,105,59664117.085323,,5.0,1071.6633,0.0,4,3066.733,2026-04-24T07:34:02,2026-04-24T08:25:09,ok,pickles\smsemoa\c208_21\run03.pkl,ee61198
moead_ws,c109_21,28,3187291286,850000,850080,105,101,106150387.986144,,12.0,1523.2857,368.2055,7,2296.017,2026-04-24T07:51:45,2026-04-24T08:30:01,ok,pickles\moead_ws\c109_21\run28.pkl,ee61198
moead_ws,c109_21,21,1407488827,850000,850080,105,91,244415492.16722,,14.0,1687.8635,542.2385,5,2372.554,2026-04-24T07:52:02,2026-04-24T08:31:35,ok,pickles\moead_ws\c109_21\run21.pkl,ee61198
smsemoa,c109_21,28,4081502796,850000,850080,105,105,27494003.532927,,11.0,1433.0986,128.2153,6,1939.523,2026-04-24T08:16:13,2026-04-24T08:48:33,ok,pickles\smsemoa\c109_21\run28.pkl,ee61198
