algorithm_id,instance,run_idx,seed,n_evals_budget,n_evals_actual,n_feasible,n_pareto,hv_quick,igd_plus_quick,best_f1,best_f2,best_f3,n_f1_layers,elapsed_seconds,timestamp_start,timestamp_end,status,pickle_path,git_commit
nsga2,c201_21,2,4217755568,1000000,1000020,105,85,152021111.428633,,5.0,962.9753,3361.092,5,2870.148,2026-04-12T00:14:55,2026-04-12T01:02:45,ok,pickles/nsga2/c201_21/run02.pkl,7482e60
smsemoa,rc101_21,4,4104133330,1000000,1000020,105,105,43878319.18406,,20.0,2378.6419,97.423,14,1746.924,2026-04-12T00:38:07,2026-04-12T01:07:14,ok,pickles/smsemoa/rc101_21/run04.pkl,7482e60
nsga2,rc101_21,2,2567273879,1000000,1000020,105,94,98049049.9906,,19.0,2170.7988,50.3606,15,1598.032,2026-04-12T00:41:58,2026-04-12T01:08:36,ok,pickles/nsga2/rc101_21/run02.pkl,7482e60
moead_ws,r201_21,4,1904099770,1000000,1000020,105,42,70022935.520047,,6.0,1065.2299,482.4826,5,2991.74,2026-04-12T00:25:40,2026-04-12T01:15:32,ok,pickles/moead_ws/r201_21/run04.pkl,7482e60
smsemoa,r101_21,5,1758277351,1000000,1000020,105,102,31905821.288335,,23.0,1976.8613,186.0388,13,1672.499,2026-04-12T00:51:07,2026-04-12T01:18:59,ok,pickles/smsemoa/r101_21/run05.pkl,7482e60
nsga2,rc101_21,1,3121335734,1000000,1000020,105,104,56877331.623687,,18.0,2121.8922,15.4594,20,1620.308,2026-04-12T00:53:59,2026-04-12T01:21:00,ok,pickles/nsga2/rc101_21/run01.pkl,7482e60
moead_ws,r101_21,5,1301987945,1000000,1000020,105,63,43463830.505138,,24.0,2047.9419,28.6643,11,2151.295,2026-04-12T00:51:21,2026-04-12T01:27:12,ok,pickles/moead_ws/r101_21/run05.pkl,7482e60
nsga2,c201_21,5,1925373518,1000000,1000020,105,76,135801720.894605,,4.0,1034.4867,4058.8547,6,3129.286,2026-04-12T00:35:18,2026-04-12T01:27:28,ok,pickles/nsga2/c201_21/run05.pkl,7482e60
nsga2,c101_21,1,3450591506,1000000,1000020,105,100,127166987.457373,,14.0,1721.1101,2422.8563,9,1784.404,2026-04-12T00:58:07,2026-04-12T01:27:51,ok,pickles/nsga2/c101_21/run01.pkl,7482e60
smsemoa,rc101_21,5,2406436816,1000000,1000020,105,101,56449417.422564,,20.0,2202.2057,127.6871,13,1710.172,2026-04-12T01:07:14,2026-04-12T01:35:45,ok,pickles/smsemoa/rc101_21/run05.pkl,7482e60
smsemoa,rc201_21,2,420831176,1000000,1000020,105,105,74753461.413164,,6.0,1364.8177,286.7984,6,2354.853,2026-04-12T00:59:10,2026-04-12T01:38:25,ok,pickles/smsemoa/rc201_21/run02.pkl,7482e60
