task_id,algorithm_id,config_idx,instance,seed,pc,pm,n_neighbors,prob_neighbor_mating,decomposition,ref_dirs_method,pbi_theta,n_evals_budget,n_feasible,n_pareto,hv_local,best_f1,best_f2,best_f3,elapsed_s,status,front_path
25,moead_ws,16,rc101_21,1076929713,0.7866,0.7782,21,0.7847,pbi,energy,7.1,600000,105,103,3566915.11,32.00,3430.97,79.82,571.0,ok,fronts/moead_ws__rc101_21__cfg016.pkl
30,smsemoa,88,rc101_21,3538279968,0.6018,0.9719,,,,,,600000,105,101,55704809.71,19.00,2190.08,71.21,425.8,ok,fronts/smsemoa__rc101_21__cfg088.pkl
21,nsga2,39,r201_21,1065789115,0.648,0.7018,,,,,,600000,105,102,68450925.71,5.00,1179.26,2.09,661.5,ok,fronts/nsga2__r201_21__cfg039.pkl
31,nsga2,15,c101_21,3673836098,0.9179,0.7737,,,,,,600000,105,105,130641142.2,14.00,1767.03,2055.17,459.0,ok,fronts/nsga2__c101_21__cfg015.pkl
23,nsga2,55,r201_21,1926919265,0.6117,0.5905,,,,,,600000,105,104,200611680.28,6.00,1155.01,0.00,655.1,ok,fronts/nsga2__r201_21__cfg055.pkl
27,smsemoa,8,r201_21,899587201,0.5187,0.6102,,,,,,600000,105,105,54228268.83,5.00,1208.17,1.27,680.3,ok,fronts/smsemoa__r201_21__cfg008.pkl
28,moead_ws,51,c101_21,60287331,0.8321,0.9649,18,0.654,pbi,das-dennis,7.75,600000,105,97,4244384.07,28.00,3496.77,3618.99,658.0,ok,fronts/moead_ws__c101_21__cfg051.pkl
18,moead_ws,18,r201_21,3659891829,0.9934,0.5104,11,0.7784,pbi,das-dennis,9.383,600000,105,100,366513.55,10.00,2174.80,789.51,894.2,ok,fronts/moead_ws__r201_21__cfg018.pkl
26,smsemoa,29,c201_21,2380144796,0.2658,0.7733,,,,,,600000,105,89,38538214.46,5.00,1074.14,3900.33,824.9,ok,fronts/smsemoa__c201_21__cfg029.pkl
34,smsemoa,62,rc101_21,1628644975,0.3588,0.7709,,,,,,600000,105,105,48485078.31,22.00,2476.16,12.37,439.2,ok,fronts/smsemoa__rc101_21__cfg062.pkl
29,smsemoa,21,c201_21,3230012588,0.7773,0.9553,,,,,,600000,105,63,144302833.8,4.00,987.06,3734.58,846.4,ok,fronts/smsemoa__c201_21__cfg021.pkl
40,smsemoa,78,rc101_21,2754476264,0.674,0.9227,,,,,,600000,105,105,53198893.55,20.00,2281.77,7.49,418.7,ok,fronts/smsemoa__rc101_21__cfg078.pkl
36,moead_ws,60,c101_21,4185048222,0.4513,0.7544,19,0.9374,tchebycheff,das-dennis,,600000,105,94,185444732.63,17.00,1882.82,1295.70,598.2,ok,fronts/moead_ws__c101_21__cfg060.pkl
33,moead_ws,21,c101_21,446845249,0.7419,0.6208,7,0.7465,pbi,das-dennis,1.171,600000,105,101,976877.11,30.00,3853.48,4785.26,685.0,ok,fronts/moead_ws__c101_21__cfg021.pkl
35,smsemoa,6,rc201_21,2467728882,0.6771,0.7819,,,,,,600000,105,105,103092020.13,6.00,1346.87,71.98,649.3,ok,fronts/smsemoa__rc201_21__cfg006.pkl
32,nsga2,55,c201_21,3277719970,0.6117,0.5905,,,,,,600000,105,103,71130980.41,4.00,849.48,164.99,827.8,ok,fronts/nsga2__c201_21__cfg055.pkl
39,moead_ws,84,rc101_21,2006645812,0.365,0.7692,3,0.5631,pbi,das-dennis,2.575,600000,105,102,550092.55,36.00,3471.00,583.28,540.8,ok,fronts/moead_ws__rc101_21__cfg084.pkl
44,nsga2,99,rc101_21,4003264504,0.6943,0.4806,,,,,,600000,105,105,36729182.51,20.00,2301.97,0.00,434.7,ok,fronts/nsga2__rc101_21__cfg099.pkl
38,moead_ws,34,c101_21,776590892,0.9228,0.5884,11,0.7667,tchebycheff,energy,,600000,105,103,147323005.21,19.00,2207.79,2055.04,581.2,ok,fronts/moead_ws__c101_21__cfg034.pkl
43,nsga2,55,c101_21,2960449885,0.6117,0.5905,,,,,,600000,105,105,153960143.44,15.00,2010.90,2083.20,503.4,ok,fronts/nsga2__c101_21__cfg055.pkl
45,smsemoa,8,rc101_21,143173960,0.5187,0.6102,,,,,,600000,105,105,22575581.92,19.00,2132.04,8.86,430.6,ok,fronts/smsemoa__rc101_21__cfg008.pkl
41,moead_ws,91,c101_21,2582777505,0.3406,0.9463,11,0.9619,weighted-sum,das-dennis,,600000,105,102,498648764.95,18.00,2039.92,3358.92,606.9,ok,fronts/moead_ws__c101_21__cfg091.pkl
46,smsemoa,23,rc101_21,1853150715,0.724,0.9654,,,,,,600000,105,105,22490961.91,22.00,2348.84,42.70,421.8,ok,fronts/smsemoa__rc101_21__cfg023.pkl
37,moead_ws,44,r201_21,2856933365,0.9165,0.9971,20,0.9765,tchebycheff,das-dennis,,600000,105,84,135050778.13,8.00,1234.28,43.00,721.6,ok,fronts/moead_ws__r201_21__cfg044.pkl
49,nsga2,72,rc101_21,3703212935,0.9595,0.7921,,,,,,600000,105,105,15920101.99,20.00,2184.22,2.63,424.0,ok,fronts/nsga2__rc101_21__cfg072.pkl
42,moead_ws,55,r201_21,2724744951,0.2682,0.4523,15,0.9002,weighted-sum,das-dennis,,600000,105,104,16941871.47,7.00,1165.69,995.08,861.5,ok,fronts/moead_ws__r201_21__cfg055.pkl
52,nsga2,4,r101_21,459679319,0.5061,0.5982,,,,,,600000,105,105,92841437.67,20.00,1887.21,12.38,436.6,ok,fronts/nsga2__r101_21__cfg004.pkl
54,smsemoa,94,rc101_21,2911507498,0.8669,0.9607,,,,,,600000,105,105,11734668.96,22.00,2504.68,82.61,425.8,ok,fronts/smsemoa__rc101_21__cfg094.pkl
55,smsemoa,88,c101_21,3853631700,0.6018,0.9719,,,,,,600000,105,101,80740168.53,15.00,1854.67,2375.26,459.2,ok,fronts/smsemoa__c101_21__cfg088.pkl
47,moead_ws,4,r201_21,168439424,0.5999,0.8131,19,0.7699,weighted-sum,energy,,600000,105,93,56365300.11,7.00,1148.55,113.60,764.0,ok,fronts/moead_ws__r201_21__cfg004.pkl
53,nsga2,68,rc201_21,3982736172,0.8446,0.9694,,,,,,600000,105,105,487906474.19,7.00,1595.23,396.05,569.7,ok,fronts/nsga2__rc201_21__cfg068.pkl
56,moead_ws,27,rc101_21,3664513718,0.3178,0.5373,12,0.5249,tchebycheff,das-dennis,,600000,105,104,23352630.1,21.00,2539.58,25.52,506.4,ok,fronts/moead_ws__rc101_21__cfg027.pkl
60,nsga2,54,r101_21,659334691,0.8717,0.3008,,,,,,600000,105,105,17706864.3,20.00,1828.16,7.46,430.4,ok,fronts/nsga2__r101_21__cfg054.pkl
48,moead_ws,38,rc201_21,133822927,0.2259,0.7419,22,0.6859,weighted-sum,energy,,600000,105,92,29110136.47,7.00,1277.94,216.99,711.1,ok,fronts/moead_ws__rc201_21__cfg038.pkl
61,smsemoa,44,c101_21,245016875,0.6554,0.8626,,,,,,600000,105,105,28589003.45,14.00,1499.82,635.20,446.1,ok,fronts/smsemoa__c101_21__cfg044.pkl
51,smsemoa,79,r201_21,2455740371,0.7393,0.9471,,,,,,600000,105,105,85263574.11,5.00,1142.37,534.63,683.0,ok,fronts/smsemoa__r201_21__cfg079.pkl
50,nsga2,5,c201_21,821932212,0.5885,0.6948,,,,,,600000,105,105,169231400.33,5.00,1037.07,3536.80,851.8,ok,fronts/nsga2__c201_21__cfg005.pkl
58,smsemoa,16,rc201_21,414870029,0.7541,0.6754,,,,,,600000,105,105,57274079.58,6.00,1460.86,0.60,654.0,ok,fronts/smsemoa__rc201_21__cfg016.pkl
59,smsemoa,82,r201_21,2285237745,0.6552,0.8564,,,,,,600000,105,105,73268171.68,6.00,1272.09,132.16,691.4,ok,fronts/smsemoa__r201_21__cfg082.pkl
64,smsemoa,7,rc101_21,3799285821,0.9028,0.7443,,,,,,600000,105,105,21613450.84,22.00,2313.08,77.84,424.7,ok,fronts/smsemoa__rc101_21__cfg007.pkl
57,nsga2,46,c201_21,2807675777,0.6284,0.6444,,,,,,600000,105,105,40443361.27,5.00,1021.64,706.43,774.6,ok,fronts/nsga2__c201_21__cfg046.pkl
68,smsemoa,6,rc101_21,3155045626,0.6771,0.7819,,,,,,600000,105,105,41962298.13,21.00,2364.53,30.86,416.1,ok,fronts/smsemoa__rc101_21__cfg006.pkl
62,smsemoa,2,r201_21,235580918,0.7492,0.6331,,,,,,600000,105,105,37746998.59,5.00,1189.55,77.66,687.6,ok,fronts/smsemoa__r201_21__cfg002.pkl
63,smsemoa,58,rc201_21,3935311004,0.6945,0.7294,,,,,,600000,105,105,51099873.02,6.00,1410.03,61.61,636.0,ok,fronts/smsemoa__rc201_21__cfg058.pkl
72,smsemoa,84,rc101_21,3109482855,0.626,0.9366,,,,,,600000,105,105,23231449.58,20.00,2455.40,59.38,432.2,ok,fronts/smsemoa__rc101_21__cfg084.pkl
71,nsga2,71,c101_21,1896549421,0.499,0.7497,,,,,,600000,105,105,231711828.57,14.00,1964.45,2426.27,478.9,ok,fronts/nsga2__c101_21__cfg071.pkl
67,moead_ws,95,r101_21,2075500615,0.9655,0.8214,13,0.9886,pbi,energy,6.583,600000,105,99,2206220.28,34.00,2712.94,279.59,565.9,ok,fronts/moead_ws__r101_21__cfg095.pkl
65,nsga2,88,r201_21,1682113797,0.8122,0.7822,,,,,,600000,105,105,292051260.43,5.00,1210.43,1.28,656.9,ok,fronts/nsga2__r201_21__cfg088.pkl
73,moead_ws,29,rc101_21,1819716286,0.7126,0.6517,10,0.7757,tchebycheff,energy,,600000,105,102,40228199.43,24.00,2567.14,112.12,516.5,ok,fronts/moead_ws__rc101_21__cfg029.pkl
77,smsemoa,68,r101_21,1230508826,0.5546,0.7568,,,,,,600000,105,105,21779489.96,22.00,1923.34,60.65,422.5,ok,fronts/smsemoa__r101_21__cfg068.pkl
70,moead_ws,82,rc201_21,4230628905,0.8974,0.802,7,0.9643,weighted-sum,das-dennis,,600000,105,89,40041623.42,8.00,1486.48,0.00,699.1,ok,fronts/moead_ws__rc201_21__cfg082.pkl
69,smsemoa,22,c201_21,915161641,0.4809,0.7973,,,,,,600000,105,105,88853333.46,5.00,1142.71,1045.07,728.0,ok,fronts/smsemoa__c201_21__cfg022.pkl
66,moead_ws,16,r201_21,736580536,0.7866,0.7782,21,0.7847,pbi,energy,7.1,600000,105,98,735803.74,11.00,2550.13,677.61,802.0,ok,fronts/moead_ws__r201_21__cfg016.pkl
80,nsga2,69,rc101_21,1522690212,0.3592,0.955,,,,,,600000,105,105,83676729.34,22.00,2362.54,8.55,436.5,ok,fronts/nsga2__rc101_21__cfg069.pkl
74,moead_ws,69,c101_21,2399955768,0.983,0.8972,21,0.9828,pbi,energy,2.022,600000,105,100,1351468.77,29.00,3755.93,5218.17,698.9,ok,fronts/moead_ws__c101_21__cfg069.pkl
82,nsga2,43,rc101_21,4009123698,0.8605,0.9926,,,,,,600000,105,97,179097611.39,20.00,2329.54,51.12,435.5,ok,fronts/nsga2__rc101_21__cfg043.pkl
75,nsga2,54,c201_21,152249730,0.8717,0.3008,,,,,,600000,105,105,171561766.59,5.00,1123.97,78.13,751.4,ok,fronts/nsga2__c201_21__cfg054.pkl
76,nsga2,92,c201_21,2155387362,0.4973,0.8199,,,,,,600000,105,105,279107486.05,4.00,1018.07,235.20,731.5,ok,fronts/nsga2__c201_21__cfg092.pkl
83,moead_ws,73,c101_21,1771909975,0.2887,0.6868,17,0.9932,tchebycheff,das-dennis,,600000,105,87,214141416.19,17.00,2094.49,1762.27,566.5,ok,fronts/moead_ws__c101_21__cfg073.pkl
81,nsga2,29,rc201_21,2101407021,0.3215,0.6755,,,,,,600000,105,105,195735624.7,6.00,1297.07,14.74,640.6,ok,fronts/nsga2__rc201_21__cfg029.pkl
87,nsga2,59,rc101_21,2222694863,0.565,0.6194,,,,,,600000,105,105,47004041.81,20.00,2245.89,1.17,430.3,ok,fronts/nsga2__rc101_21__cfg059.pkl
85,nsga2,37,rc201_21,4128066285,0.5873,0.9008,,,,,,600000,105,105,614980854.18,6.00,1270.80,147.93,589.6,ok,fronts/nsga2__rc201_21__cfg037.pkl
78,smsemoa,8,c201_21,2916486517,0.5187,0.6102,,,,,,600000,105,105,73980263.93,5.00,1142.69,4167.07,820.8,ok,fronts/smsemoa__c201_21__cfg008.pkl
86,moead_ws,39,c101_21,1472810971,0.9731,0.6262,10,0.9153,weighted-sum,das-dennis,,600000,105,104,68391478.11,18.00,2138.33,2822.91,615.8,ok,fronts/moead_ws__c101_21__cfg039.pkl
79,moead_ws,51,c201_21,1521455819,0.8321,0.9649,18,0.654,pbi,das-dennis,7.75,600000,105,98,1518903.75,15.00,3598.12,10304.40,828.9,ok,fronts/moead_ws__c201_21__cfg051.pkl
84,smsemoa,24,c201_21,3980295328,0.8883,0.7832,,,,,,600000,105,105,148953947.17,5.00,1137.49,4478.01,796.4,ok,fronts/smsemoa__c201_21__cfg024.pkl
88,nsga2,57,rc201_21,2654010772,0.5896,0.5645,,,,,,600000,105,105,68765367.95,6.00,1337.82,41.18,626.4,ok,fronts/nsga2__rc201_21__cfg057.pkl
93,nsga2,34,rc101_21,87023271,0.9626,0.8645,,,,,,600000,105,105,25863964.98,22.00,2426.09,25.96,432.8,ok,fronts/nsga2__rc101_21__cfg034.pkl
89,moead_ws,90,rc201_21,2756825766,0.8626,0.8366,16,0.9588,pbi,das-dennis,6.02,600000,105,104,1658941.49,13.00,3255.69,1244.55,790.6,ok,fronts/moead_ws__rc201_21__cfg090.pkl
95,moead_ws,49,rc101_21,3060473214,0.6019,0.7869,22,0.73,weighted-sum,energy,,600000,105,105,79567659.8,22.00,2302.70,50.84,527.3,ok,fronts/moead_ws__rc101_21__cfg049.pkl
90,nsga2,52,c201_21,79173344,0.5149,0.9469,,,,,,600000,105,104,320251548.95,5.00,1079.00,2022.73,791.6,ok,fronts/nsga2__c201_21__cfg052.pkl
96,moead_ws,37,rc101_21,3400681598,0.5163,0.6878,23,0.5693,weighted-sum,energy,,600000,105,105,60202712.27,23.00,2412.82,19.89,522.7,ok,fronts/moead_ws__rc101_21__cfg037.pkl
101,smsemoa,79,c101_21,41032975,0.7393,0.9471,,,,,,600000,105,104,91881976.39,15.00,1822.83,2636.74,473.9,ok,fronts/smsemoa__c101_21__cfg079.pkl
97,moead_ws,77,c101_21,1756103730,0.5525,0.8274,20,0.8104,weighted-sum,das-dennis,,600000,105,105,121341708.39,18.00,2013.53,3487.17,598.0,ok,fronts/moead_ws__c101_21__cfg077.pkl
91,smsemoa,59,c201_21,2925545601,0.4681,0.5856,,,,,,600000,105,105,80097595.62,5.00,880.78,1141.09,832.8,ok,fronts/smsemoa__c201_21__cfg059.pkl
94,moead_ws,75,r201_21,3034896362,0.1516,0.9034,5,0.8725,weighted-sum,energy,,600000,105,92,92694198.58,8.00,1169.19,530.19,751.7,ok,fronts/moead_ws__r201_21__cfg075.pkl
92,moead_ws,70,c201_21,2537691294,0.7927,0.9961,3,0.2771,tchebycheff,energy,,600000,105,46,919939283.33,6.00,1391.63,8476.27,823.0,ok,fronts/moead_ws__c201_21__cfg070.pkl
103,nsga2,13,rc101_21,4198534244,0.5777,0.4517,,,,,,600000,105,105,41449850.24,20.00,2285.23,6.35,436.7,ok,fronts/nsga2__rc101_21__cfg013.pkl
102,moead_ws,90,r101_21,2060132795,0.8626,0.8366,16,0.9588,pbi,das-dennis,6.02,600000,105,86,2085877.38,37.00,2696.30,416.66,546.9,ok,fronts/moead_ws__r101_21__cfg090.pkl
98,moead_ws,2,rc201_21,2616058176,0.5648,0.9513,17,0.6448,pbi,das-dennis,5.668,600000,105,93,640250.29,15.00,3602.23,1692.12,748.3,ok,fronts/moead_ws__rc201_21__cfg002.pkl
100,nsga2,51,c201_21,3519788201,0.9305,0.7786,,,,,,600000,105,105,108411263.11,5.00,1223.86,1590.62,756.4,ok,fronts/nsga2__c201_21__cfg051.pkl
107,smsemoa,3,r101_21,318807245,0.8,0.8003,,,,,,600000,105,105,35132056.04,23.00,2086.97,81.16,426.1,ok,fronts/smsemoa__r101_21__cfg003.pkl
99,moead_ws,25,c201_21,1741163900,0.44,0.6951,21,0.8266,tchebycheff,das-dennis,,600000,105,92,509005296.05,7.00,1361.31,3866.48,833.1,ok,fronts/moead_ws__c201_21__cfg025.pkl
104,nsga2,77,r201_21,1867992213,0.6195,0.8475,,,,,,600000,105,105,231295870.43,6.00,1239.39,323.31,664.4,ok,fronts/nsga2__r201_21__cfg077.pkl
109,smsemoa,97,rc101_21,1948894126,0.683,0.9903,,,,,,600000,105,104,42990926.28,22.00,2421.91,62.10,427.7,ok,fronts/smsemoa__rc101_21__cfg097.pkl
108,moead_ws,36,r101_21,2985108512,0.5739,0.8956,13,0.8151,weighted-sum,energy,,600000,105,104,68010593.68,25.00,2199.14,64.21,540.0,ok,fronts/moead_ws__r101_21__cfg036.pkl
110,smsemoa,40,rc101_21,1235876936,0.8154,0.6401,,,,,,600000,105,105,26326086.36,21.00,2293.18,44.60,423.1,ok,fronts/smsemoa__rc101_21__cfg040.pkl
105,nsga2,32,c201_21,720034986,0.5358,0.901,,,,,,600000,105,105,47746936.15,5.00,1140.17,2113.17,795.0,ok,fronts/nsga2__c201_21__cfg032.pkl
106,smsemoa,9,r201_21,2541112700,0.4588,0.8105,,,,,,600000,105,105,29856305.05,6.00,1237.09,18.57,653.7,ok,fronts/smsemoa__r201_21__cfg009.pkl
113,moead_ws,59,r101_21,1932558811,0.7781,0.7665,22,0.927,weighted-sum,das-dennis,,600000,105,104,60820937.38,25.00,2169.57,364.55,520.4,ok,fronts/moead_ws__r101_21__cfg059.pkl
111,moead_ws,6,r101_21,1016477493,0.981,0.9457,22,0.6229,pbi,das-dennis,3.915,600000,105,104,1439936.12,39.00,2907.94,276.90,562.1,ok,fronts/moead_ws__r101_21__cfg006.pkl
117,nsga2,87,rc101_21,4291050413,0.6904,0.5887,,,,,,600000,105,105,38767577.74,18.00,2159.53,1.12,422.3,ok,fronts/nsga2__rc101_21__cfg087.pkl
115,moead_ws,5,rc101_21,3801043583,0.2835,0.4762,24,0.8076,pbi,das-dennis,8.904,600000,105,103,1650692.29,30.00,3252.44,63.93,548.2,ok,fronts/moead_ws__rc101_21__cfg005.pkl
120,smsemoa,50,r101_21,1075408666,0.922,0.8729,,,,,,600000,105,105,13072731.4,24.00,2143.75,161.71,426.1,ok,fronts/smsemoa__r101_21__cfg050.pkl
116,nsga2,38,r201_21,2036185037,0.6307,0.5341,,,,,,600000,105,105,205534931.68,5.00,1116.39,12.76,668.5,ok,fronts/nsga2__r201_21__cfg038.pkl
118,smsemoa,24,rc201_21,1461545623,0.8883,0.7832,,,,,,600000,105,105,68862620.89,7.00,1361.44,96.21,606.9,ok,fronts/smsemoa__rc201_21__cfg024.pkl
114,nsga2,7,c201_21,1093891816,0.9373,0.9551,,,,,,600000,105,87,960798036.23,5.00,1186.84,4474.53,766.7,ok,fronts/nsga2__c201_21__cfg007.pkl
112,nsga2,42,c201_21,3173732605,0.4479,0.5612,,,,,,600000,105,105,49331383.99,5.00,1076.52,0.00,832.7,ok,fronts/nsga2__c201_21__cfg042.pkl
128,smsemoa,16,r101_21,355566636,0.7541,0.6754,,,,,,600000,105,105,21295984.08,21.00,1859.50,89.44,412.7,ok,fronts/smsemoa__r101_21__cfg016.pkl
126,moead_ws,63,rc101_21,3079101814,0.2771,0.6307,20,0.9709,tchebycheff,energy,,600000,105,102,42660114.93,24.00,2616.72,197.57,528.9,ok,fronts/moead_ws__rc101_21__cfg063.pkl
119,smsemoa,18,r201_21,1041700037,0.6705,0.469,,,,,,600000,105,105,50390046.85,6.00,1198.43,7.00,763.1,ok,fronts/smsemoa__r201_21__cfg018.pkl
123,moead_ws,84,c101_21,3142155180,0.365,0.7692,3,0.5631,pbi,das-dennis,2.575,600000,105,104,1673461.11,30.00,3995.58,5258.31,663.5,ok,fronts/moead_ws__c101_21__cfg084.pkl
125,nsga2,38,rc201_21,717321904,0.6307,0.5341,,,,,,600000,105,105,178483861.02,7.00,1337.81,0.00,612.6,ok,fronts/nsga2__rc201_21__cfg038.pkl
121,moead_ws,96,r201_21,2623321487,0.5832,0.8536,5,0.8073,pbi,energy,3.692,600000,105,102,443113.08,12.00,2602.09,2244.82,858.4,ok,fronts/moead_ws__r201_21__cfg096.pkl
122,smsemoa,81,c201_21,2661423736,0.4093,0.6428,,,,,,600000,105,105,72808267.34,5.00,1000.35,1447.98,867.2,ok,fronts/smsemoa__c201_21__cfg081.pkl
131,moead_ws,82,r101_21,1474699179,0.8974,0.802,7,0.9643,weighted-sum,das-dennis,,600000,105,93,140055897.52,26.00,2173.34,61.61,538.9,ok,fronts/moead_ws__r101_21__cfg082.pkl
127,smsemoa,60,r201_21,2058254441,0.6911,0.7842,,,,,,600000,105,105,20824298.09,5.00,1147.35,83.37,726.5,ok,fronts/smsemoa__r201_21__cfg060.pkl
132,moead_ws,100,r101_21,1767175059,0.1862,0.7049,5,0.6912,pbi,das-dennis,4.311,600000,105,103,650096.53,38.00,2733.65,432.32,525.4,ok,fronts/moead_ws__r101_21__cfg100.pkl
124,moead_ws,9,r201_21,4109647695,0.3428,0.4288,21,0.9541,pbi,energy,2.292,600000,105,105,202510.22,12.00,2382.63,2581.46,932.8,ok,fronts/moead_ws__r201_21__cfg009.pkl
130,smsemoa,44,c201_21,2911840857,0.6554,0.8626,,,,,,600000,105,105,101011385.73,4.00,1046.84,1598.80,790.1,ok,fronts/smsemoa__c201_21__cfg044.pkl
129,moead_ws,5,rc201_21,1799167981,0.2835,0.4762,24,0.8076,pbi,das-dennis,8.904,600000,105,99,1082365.09,12.00,3144.40,2198.37,809.6,ok,fronts/moead_ws__rc201_21__cfg005.pkl
135,moead_ws,67,r101_21,974893633,0.5441,0.9454,24,0.9806,pbi,energy,5.131,600000,105,100,1689970.12,38.00,2842.87,361.47,575.3,ok,fronts/moead_ws__r101_21__cfg067.pkl
133,moead_ws,10,rc201_21,698235115,0.8716,0.8503,23,0.9512,weighted-sum,das-dennis,,600000,105,103,68329806.51,7.00,1375.83,46.36,651.1,ok,fronts/moead_ws__rc201_21__cfg010.pkl
134,smsemoa,13,rc201_21,990235006,0.8386,0.1969,,,,,,600000,105,105,75552622.2,5.00,1551.88,89.94,727.9,ok,fronts/smsemoa__rc201_21__cfg013.pkl
141,nsga2,16,r101_21,2648369507,0.8425,0.4351,,,,,,600000,105,105,18685131.67,21.00,1921.08,3.29,429.2,ok,fronts/nsga2__r101_21__cfg016.pkl
139,moead_ws,31,r101_21,1308924352,0.5367,0.7959,21,0.7904,pbi,das-dennis,9.455,600000,105,103,2696687.05,38.00,2991.18,248.05,560.6,ok,fronts/moead_ws__r101_21__cfg031.pkl
137,nsga2,84,r201_21,27789427,0.9339,0.6096,,,,,,600000,105,105,137663043.79,5.00,1155.76,1.61,653.1,ok,fronts/nsga2__r201_21__cfg084.pkl
142,nsga2,26,c101_21,4184608659,0.7348,0.9272,,,,,,600000,105,103,347729319.84,15.00,1900.94,2297.88,473.8,ok,fronts/nsga2__c101_21__cfg026.pkl
