algorithm,generation,n_eval,n_feasible,best_f1,best_f2,best_f3,mean_f1_feas,mean_f2_feas,mean_f3_feas,min_cv_pop
SMS-EMOA,57,5700,86,66.0000,4785.8300,1174.5529,72.1860,4968.2014,1192.1743,0.000000
SMS-EMOA,58,5800,86,66.0000,4785.8300,1174.5529,71.9302,4963.6236,1193.2141,0.000000
SMS-EMOA,59,5900,86,66.0000,4785.8300,1174.5529,71.8953,4953.0434,1193.2798,0.000000
SMS-EMOA,60,6000,86,66.0000,4785.8300,1174.5529,71.6047,4949.8758,1193.5720,0.000000
SMS-EMOA,61,6100,87,66.0000,4707.5745,1174.5529,71.4023,4944.1650,1195.9614,0.000000
SMS-EMOA,62,6200,92,66.0000,4707.5745,1174.5529,71.2391,4948.2937,1196.0362,0.000000
SMS-EMOA,63,6300,92,66.0000,4707.5745,1174.5529,71.0435,4940.5917,1195.0551,0.000000
SMS-EMOA,64,6400,95,66.0000,4707.5745,1174.5529,70.8737,4935.7088,1194.4855,0.000000
SMS-EMOA,65,6500,97,66.0000,4707.5745,1174.5529,70.8557,4931.8381,1192.9597,0.000000
SMS-EMOA,66,6600,96,66.0000,4707.5745,1174.5529,70.7083,4928.2279,1192.8162,0.000000
SMS-EMOA,67,6700,95,66.0000,4707.5745,1174.5529,70.6211,4925.4121,1192.8361,0.000000
SMS-EMOA,68,6800,95,66.0000,4707.5745,1174.5529,70.5474,4925.1461,1193.5968,0.000000
SMS-EMOA,69,6900,93,66.0000,4707.5745,1174.5529,70.3441,4919.4320,1193.4865,0.000000
SMS-EMOA,70,7000,93,66.0000,4707.5745,1174.5529,70.3441,4917.3806,1193.7557,0.000000
SMS-EMOA,71,7100,90,66.0000,4707.5745,1174.5529,70.1444,4915.3730,1193.6411,0.000000
SMS-EMOA,72,7200,90,66.0000,4707.5745,1174.5529,70.0778,4913.2758,1193.4803,0.000000
SMS-EMOA,73,7300,93,66.0000,4707.5745,1174.5529,69.9677,4914.2069,1193.5100,0.000000
SMS-EMOA,74,7400,94,66.0000,4707.5745,1174.5529,69.8298,4912.0360,1193.7476,0.000000
SMS-EMOA,75,7500,93,66.0000,4707.5745,1174.5529,69.7419,4903.2397,1192.1409,0.000000
SMS-EMOA,76,7600,93,66.0000,4707.5745,1174.5529,69.7527,4899.3488,1191.6057,0.000000
SMS-EMOA,77,7700,92,65.0000,4707.5745,1174.5529,69.5435,4898.2128,1193.5412,0.000000
SMS-EMOA,78,7800,91,65.0000,4707.5745,1174.5529,69.3846,4897.6315,1193.9528,0.000000
SMS-EMOA,79,7900,91,65.0000,4707.5745,1174.5529,69.3736,4897.2675,1193.7074,0.000000
SMS-EMOA,80,8000,91,65.0000,4702.1314,1174.5529,69.2527,4896.2619,1193.3714,0.000000
SMS-EMOA,81,8100,91,65.0000,4702.1314,1174.5529,69.2308,4895.3157,1193.4527,0.000000
SMS-EMOA,82,8200,92,64.0000,4702.1314,1174.5529,69.1304,4892.7179,1192.8934,0.000000
SMS-EMOA,83,8300,91,64.0000,4702.1314,1174.5529,69.0879,4889.3966,1193.3257,0.000000
SMS-EMOA,84,8400,90,64.0000,4670.4445,1174.5529,68.8333,4882.3353,1194.5266,0.000000
SMS-EMOA,85,8500,89,64.0000,4670.4445,1174.5529,68.6742,4881.7214,1192.7947,0.000000
SMS-EMOA,86,8600,88,64.0000,4670.4445,1174.5529,68.5795,4879.2369,1192.9456,0.000000
SMS-EMOA,87,8700,86,64.0000,4653.3899,1174.5529,68.4419,4870.8307,1194.4711,0.000000
SMS-EMOA,88,8800,85,64.0000,4653.3899,1174.5529,68.4118,4869.4590,1193.9908,0.000000
SMS-EMOA,89,8900,85,64.0000,4645.2705,1174.5529,68.2471,4867.3943,1194.0890,0.000000
SMS-EMOA,90,9000,85,64.0000,4645.2705,1174.5529,68.2353,4866.7480,1194.1760,0.000000
SMS-EMOA,91,9100,84,64.0000,4645.2705,1174.5529,68.1786,4864.0106,1194.3662,0.000000
SMS-EMOA,92,9200,84,64.0000,4645.2705,1174.5529,68.1429,4861.3331,1194.2427,0.000000
SMS-EMOA,93,9300,83,63.0000,4645.2705,1174.5529,67.8795,4861.9780,1192.5622,0.000000
SMS-EMOA,94,9400,82,63.0000,4645.2705,1174.5529,67.8171,4861.1963,1192.6916,0.000000
SMS-EMOA,95,9500,83,63.0000,4645.2705,1174.5529,67.6024,4854.0835,1193.8634,0.000000
SMS-EMOA,96,9600,82,62.0000,4645.2705,1174.5529,67.5244,4849.1637,1193.8841,0.000000
SMS-EMOA,97,9700,82,62.0000,4645.2705,1174.5529,67.4634,4847.0788,1194.3597,0.000000
SMS-EMOA,98,9800,82,62.0000,4645.2705,1174.5529,67.3537,4843.9751,1193.9011,0.000000
SMS-EMOA,99,9900,85,62.0000,4645.2705,1174.5529,67.0706,4844.3759,1195.3594,0.000000
SMS-EMOA,100,10000,85,62.0000,4645.2705,1174.5529,67.0353,4838.7475,1194.4265,0.000000
