task_id,algorithm_id,config_idx,instance,seed,pc,pm,n_neighbors,prob_neighbor_mating,decomposition,ref_dirs_method,pbi_theta,n_evals_budget,n_feasible,n_pareto,hv_local,best_f1,best_f2,best_f3,elapsed_s,status,front_path
49,nsga2,10,c201_21,3857067999,0.8276,0.0367,,,,,,400000,105,105,135177376.53,5.00,1177.14,2975.53,549.0,ok,fronts/nsga2__c201_21__cfg10.pkl
69,nsga2,17,rc101_21,3684812922,0.3258,0.00827,,,,,,400000,105,105,64040194.13,19.00,2200.15,0.00,315.7,ok,fronts/nsga2__rc101_21__cfg17.pkl
45,moead_ws,33,r201_21,144984607,0.565,0.02618,13,0.5226,tchebycheff,energy,,400000,105,105,19479856.56,8.00,2173.68,3712.19,680.5,ok,fronts/moead_ws__r201_21__cfg33.pkl
65,nsga2,40,rc201_21,2351658936,0.557,0.08746,,,,,,400000,105,105,70509471.62,7.00,1826.08,27.46,472.5,ok,fronts/nsga2__rc201_21__cfg40.pkl
61,moead_ws,29,c201_21,4003892361,0.6948,0.13555,24,0.6144,weighted-sum,energy,,400000,105,105,665870315.05,7.00,2053.32,11118.93,554.5,ok,fronts/moead_ws__c201_21__cfg29.pkl
57,nsga2,11,c201_21,1863444975,0.7581,0.00755,,,,,,400000,105,105,26471437.3,5.00,1291.32,1725.02,609.9,ok,fronts/nsga2__c201_21__cfg11.pkl
81,smsemoa,14,r101_21,2516501905,0.3299,0.00228,,,,,,400000,105,105,21004930.59,23.00,2107.66,258.60,328.6,ok,fronts/smsemoa__r101_21__cfg14.pkl
85,nsga2,42,rc101_21,2030490910,0.814,0.00259,,,,,,400000,105,105,44768579.05,20.00,2287.24,17.66,300.3,ok,fronts/nsga2__rc101_21__cfg42.pkl
77,moead_ws,19,c101_21,1283042458,0.5712,0.01074,9,0.3736,weighted-sum,energy,,400000,105,105,215705366.71,22.00,2863.95,12299.21,414.6,ok,fronts/moead_ws__c101_21__cfg19.pkl
93,nsga2,31,c101_21,1734685737,0.6684,0.01469,,,,,,400000,105,105,110978470.43,16.00,1885.19,1144.91,343.8,ok,fronts/nsga2__c101_21__cfg31.pkl
73,nsga2,14,rc201_21,3736917362,0.4667,0.00128,,,,,,400000,105,105,15198260.1,8.00,1767.40,13.06,556.3,ok,fronts/nsga2__rc201_21__cfg14.pkl
97,moead_ws,11,c101_21,1861806882,0.4126,0.00845,24,0.6519,tchebycheff,energy,,400000,105,92,52629718.35,23.00,3665.65,18718.42,455.0,ok,fronts/moead_ws__c101_21__cfg11.pkl
105,nsga2,26,r101_21,2670994719,0.1999,0.00104,,,,,,400000,105,105,25329386.26,23.00,2116.73,146.97,370.0,ok,fronts/nsga2__r101_21__cfg26.pkl
89,nsga2,4,r201_21,3073295031,0.7611,0.08855,,,,,,400000,105,105,20119508.65,6.00,1454.31,529.08,659.0,ok,fronts/nsga2__r201_21__cfg04.pkl
109,smsemoa,28,r101_21,4027041249,0.1086,0.04626,,,,,,400000,105,105,9290460.56,25.00,2248.86,191.91,499.5,ok,fronts/smsemoa__r101_21__cfg28.pkl
101,moead_ws,47,r201_21,1885632362,0.6563,0.00123,3,0.0517,weighted-sum,energy,,400000,105,104,11856562.59,10.00,2475.64,2513.87,548.9,ok,fronts/moead_ws__r201_21__cfg47.pkl
117,nsga2,2,rc201_21,2777215002,0.8586,0.05339,,,,,,400000,105,105,31267334.18,7.00,1744.96,114.29,492.3,ok,fronts/nsga2__rc201_21__cfg02.pkl
121,moead_ws,16,rc201_21,3514632295,0.1746,0.00136,4,0.5911,tchebycheff,energy,,400000,105,103,2984414.81,14.00,3710.04,6179.70,566.2,ok,fronts/moead_ws__rc201_21__cfg16.pkl
129,nsga2,47,rc201_21,212273835,0.4462,0.00879,,,,,,400000,105,105,42864589.33,7.00,1952.85,113.49,531.9,ok,fronts/nsga2__rc201_21__cfg47.pkl
113,moead_ws,6,c201_21,1640993891,0.2864,0.19537,24,0.0249,tchebycheff,energy,,400000,105,105,456555731.66,8.00,1909.71,28151.60,705.9,ok,fronts/moead_ws__c201_21__cfg06.pkl
141,smsemoa,3,c101_21,2008654944,0.7788,0.05968,,,,,,400000,105,105,39300174.28,16.00,1846.58,2366.56,326.3,ok,fronts/smsemoa__c101_21__cfg03.pkl
145,moead_ws,5,r101_21,1934627975,0.3976,0.00557,6,0.6629,tchebycheff,das-dennis,,400000,105,104,5949486.54,34.00,2785.10,463.15,359.6,ok,fronts/moead_ws__r101_21__cfg05.pkl
149,smsemoa,49,c101_21,1869358874,0.5994,0.14669,,,,,,400000,105,105,48468683.81,16.00,1823.22,1436.05,339.3,ok,fronts/smsemoa__c101_21__cfg49.pkl
133,nsga2,16,c201_21,3245127977,0.7448,0.24925,,,,,,400000,105,105,209522634.88,5.00,1036.20,1791.73,640.6,ok,fronts/nsga2__c201_21__cfg16.pkl
137,smsemoa,2,c201_21,446609713,0.2659,0.25163,,,,,,400000,105,105,190114262.21,5.00,1133.40,4414.22,616.4,ok,fronts/smsemoa__c201_21__cfg02.pkl
125,moead_ws,37,c201_21,2140147654,0.2705,0.00798,15,0.1576,weighted-sum,energy,,400000,105,105,47888333.57,7.00,2864.02,54477.76,827.1,ok,fronts/moead_ws__c201_21__cfg37.pkl
165,smsemoa,6,rc101_21,1955801031,0.4558,0.00317,,,,,,400000,105,105,22492503.2,23.00,2346.19,92.81,312.9,ok,fronts/smsemoa__rc101_21__cfg06.pkl
169,moead_ws,44,r101_21,3275587141,0.2839,0.11833,25,0.1064,tchebycheff,energy,,400000,105,104,9022518.47,30.00,2539.70,351.55,353.7,ok,fronts/moead_ws__r101_21__cfg44.pkl
157,nsga2,41,rc201_21,982134999,0.6643,0.01015,,,,,,400000,105,105,99212817.16,7.00,1798.45,199.96,487.1,ok,fronts/nsga2__rc201_21__cfg41.pkl
153,moead_ws,24,rc201_21,485889832,0.1398,0.01527,9,0.4169,tchebycheff,das-dennis,,400000,105,104,26642787.69,11.00,3358.30,4039.42,571.1,ok,fronts/moead_ws__rc201_21__cfg24.pkl
161,smsemoa,46,r201_21,506154965,0.9368,0.00395,,,,,,400000,105,105,28394792.04,6.00,1673.96,423.71,578.5,ok,fronts/smsemoa__r201_21__cfg46.pkl
189,smsemoa,1,rc101_21,1155137206,0.9086,0.05411,,,,,,400000,105,105,16462719.29,24.00,2669.61,117.93,294.0,ok,fronts/smsemoa__rc101_21__cfg01.pkl
193,nsga2,37,r101_21,3743660548,0.8534,0.0038,,,,,,400000,105,105,52026923.03,21.00,1992.48,56.53,290.5,ok,fronts/nsga2__r101_21__cfg37.pkl
181,moead_ws,29,rc101_21,1017567485,0.6948,0.13555,24,0.6144,weighted-sum,energy,,400000,105,105,19134656.13,31.00,3322.82,136.02,364.1,ok,fronts/moead_ws__rc101_21__cfg29.pkl
173,moead_ws,23,rc201_21,2754436862,0.8576,0.01401,21,0.6396,tchebycheff,das-dennis,,400000,105,103,44155894.62,12.00,3038.12,1878.45,494.5,ok,fronts/moead_ws__rc201_21__cfg23.pkl
185,nsga2,5,rc101_21,1656265241,0.1281,0.01305,,,,,,400000,105,105,14871624.88,23.00,2334.74,4.35,405.7,ok,fronts/nsga2__rc101_21__cfg05.pkl
177,moead_ws,33,c201_21,1026636626,0.565,0.02618,13,0.5226,tchebycheff,energy,,400000,105,103,177442737.8,7.00,2249.55,39173.77,771.5,ok,fronts/moead_ws__c201_21__cfg33.pkl
213,moead_ws,41,rc101_21,2674265980,0.6371,0.002,13,0.6861,tchebycheff,energy,,400000,105,104,6266676.89,33.00,3389.10,292.98,348.7,ok,fronts/moead_ws__rc101_21__cfg41.pkl
201,nsga2,12,rc201_21,102293684,0.9707,0.16307,,,,,,400000,105,105,65608004.51,7.00,1691.75,265.28,560.5,ok,fronts/nsga2__rc201_21__cfg12.pkl
205,smsemoa,23,c201_21,4091777728,0.4735,0.00458,,,,,,400000,105,104,53962997.38,6.00,1242.52,1684.38,559.4,ok,fronts/smsemoa__c201_21__cfg23.pkl
197,smsemoa,14,r201_21,696274666,0.3299,0.00228,,,,,,400000,105,105,37260610.64,6.00,1734.08,1989.97,739.4,ok,fronts/smsemoa__r201_21__cfg14.pkl
217,smsemoa,29,c201_21,3898054757,0.2812,0.043,,,,,,400000,105,105,83781447.59,5.00,1205.28,1045.92,590.5,ok,fronts/smsemoa__c201_21__cfg29.pkl
229,smsemoa,21,c201_21,2112265117,0.4867,0.01643,,,,,,400000,105,105,98969461.61,6.00,1340.31,4606.83,555.7,ok,fronts/smsemoa__c201_21__cfg21.pkl
209,smsemoa,21,rc201_21,127109744,0.4867,0.01643,,,,,,400000,105,105,32831172.44,8.00,2146.91,1658.04,680.5,ok,fronts/smsemoa__rc201_21__cfg21.pkl
233,moead_ws,25,r101_21,1953986285,0.3675,0.00808,19,0.3795,weighted-sum,das-dennis,,400000,105,104,20447267.17,33.00,2901.77,532.63,353.6,ok,fronts/moead_ws__r101_21__cfg25.pkl
225,moead_ws,36,r201_21,3247155801,0.7743,0.046,12,0.3336,pbi,energy,7.863,400000,105,101,128186.27,12.00,2728.16,3100.39,674.6,ok,fronts/moead_ws__r201_21__cfg36.pkl
241,moead_ws,25,c101_21,267945854,0.3675,0.00808,19,0.3795,weighted-sum,das-dennis,,400000,105,105,128595683.03,23.00,3394.07,12127.97,437.8,ok,fronts/moead_ws__c101_21__cfg25.pkl
221,moead_ws,2,c201_21,1298681183,0.2297,0.00212,3,0.6777,pbi,das-dennis,5.557,400000,105,102,2209714.12,9.00,3489.15,70367.83,852.5,ok,fronts/moead_ws__c201_21__cfg02.pkl
249,smsemoa,21,r101_21,3085999366,0.4867,0.01643,,,,,,400000,105,105,10186866.73,25.00,2137.77,282.81,322.4,ok,fronts/smsemoa__r101_21__cfg21.pkl
237,moead_ws,11,c201_21,3008980573,0.4126,0.00845,24,0.6519,tchebycheff,energy,,400000,105,105,169147112.04,9.00,2525.88,23213.36,533.9,ok,fronts/moead_ws__c201_21__cfg11.pkl
245,moead_ws,22,c201_21,2970755241,0.6425,0.08505,21,0.1346,pbi,energy,5.628,400000,105,90,1026654.02,13.00,3524.30,19832.33,574.9,ok,fronts/moead_ws__c201_21__cfg22.pkl
261,moead_ws,47,c101_21,2651965364,0.6563,0.00123,3,0.0517,weighted-sum,energy,,400000,105,105,179289796.89,24.00,2977.86,7179.81,403.5,ok,fronts/moead_ws__c101_21__cfg47.pkl
269,moead_ws,13,rc101_21,3471730831,0.1053,0.00146,13,0.1462,tchebycheff,das-dennis,,400000,105,103,2600912.69,41.00,4479.02,1510.84,379.3,ok,fronts/moead_ws__rc101_21__cfg13.pkl
277,moead_ws,22,r101_21,3383785656,0.6425,0.08505,21,0.1346,pbi,energy,5.628,400000,105,93,366934.7,39.00,3254.17,685.90,389.4,ok,fronts/moead_ws__r101_21__cfg22.pkl
253,moead_ws,22,r201_21,998589335,0.6425,0.08505,21,0.1346,pbi,energy,5.628,400000,105,101,408064.91,13.00,2818.95,3787.79,662.2,ok,fronts/moead_ws__r201_21__cfg22.pkl
265,moead_ws,44,rc201_21,3724266218,0.2839,0.11833,25,0.1064,tchebycheff,energy,,400000,105,105,37187085.93,8.00,2303.71,1406.35,592.9,ok,fronts/moead_ws__rc201_21__cfg44.pkl
289,nsga2,11,c101_21,4136798067,0.7581,0.00755,,,,,,400000,105,105,32184964.0,17.00,1866.65,1481.03,339.5,ok,fronts/nsga2__c101_21__cfg11.pkl
273,moead_ws,32,c201_21,2339927314,0.5901,0.00172,24,0.6162,weighted-sum,das-dennis,,400000,105,105,100047556.53,7.00,2412.36,15852.68,627.1,ok,fronts/moead_ws__c201_21__cfg32.pkl
281,smsemoa,20,rc201_21,222958686,0.7827,0.0016,,,,,,400000,105,105,39932540.05,7.00,1942.99,211.30,579.3,ok,fronts/smsemoa__rc201_21__cfg20.pkl
297,moead_ws,15,rc101_21,1678966635,0.2847,0.0024,13,0.0211,weighted-sum,energy,,400000,105,105,440448.71,42.00,4497.11,1482.15,397.2,ok,fronts/moead_ws__rc101_21__cfg15.pkl
257,nsga2,38,r201_21,3403093296,0.0583,0.00498,,,,,,400000,105,105,9021954.9,6.00,1744.51,307.37,886.4,ok,fronts/nsga2__r201_21__cfg38.pkl
285,moead_ws,19,c201_21,1421754106,0.5712,0.01074,9,0.3736,weighted-sum,energy,,400000,105,105,257143587.11,7.00,2810.69,28009.42,646.3,ok,fronts/moead_ws__c201_21__cfg19.pkl
301,nsga2,4,r101_21,1501083208,0.7611,0.08855,,,,,,400000,105,105,32216892.03,23.00,2048.67,55.73,298.9,ok,fronts/nsga2__r101_21__cfg04.pkl
309,nsga2,24,r101_21,409674505,0.3875,0.00518,,,,,,400000,105,105,16940551.27,22.00,2183.46,211.56,325.8,ok,fronts/nsga2__r101_21__cfg24.pkl
313,nsga2,21,rc101_21,1662853348,0.4372,0.11552,,,,,,400000,105,105,39272679.16,21.00,2349.02,28.03,312.0,ok,fronts/nsga2__rc101_21__cfg21.pkl
293,smsemoa,45,r201_21,2076298674,0.7468,0.00447,,,,,,400000,105,105,30678711.65,5.00,1349.75,203.61,569.4,ok,fronts/smsemoa__r201_21__cfg45.pkl
317,smsemoa,46,r101_21,4265281424,0.9368,0.00395,,,,,,400000,105,105,19787939.56,21.00,1849.36,43.52,279.2,ok,fronts/smsemoa__r101_21__cfg46.pkl
321,nsga2,11,rc101_21,2769025458,0.7581,0.00755,,,,,,400000,105,105,13098856.56,22.00,2461.84,8.35,302.9,ok,fronts/nsga2__rc101_21__cfg11.pkl
333,nsga2,23,c101_21,4246172725,0.8323,0.09851,,,,,,400000,105,105,125553010.27,14.00,2037.01,1744.91,341.3,ok,fronts/nsga2__c101_21__cfg23.pkl
325,smsemoa,11,c101_21,3944552517,0.5841,0.04071,,,,,,400000,105,105,94532072.93,16.00,2031.73,3270.61,356.8,ok,fronts/smsemoa__c101_21__cfg11.pkl
337,nsga2,8,rc101_21,759290693,0.4434,0.00366,,,,,,400000,105,105,17550157.05,23.00,2399.11,58.52,306.1,ok,fronts/nsga2__rc101_21__cfg08.pkl
305,smsemoa,22,r201_21,3248876629,0.9378,0.02608,,,,,,400000,105,105,27331288.66,5.00,1532.24,815.83,613.3,ok,fronts/smsemoa__r201_21__cfg22.pkl
341,moead_ws,39,r101_21,2448369532,0.553,0.20842,11,0.4794,pbi,das-dennis,9.88,400000,105,102,977129.95,40.00,3062.44,607.27,372.6,ok,fronts/moead_ws__r101_21__cfg39.pkl
357,nsga2,25,c101_21,4173673499,0.6825,0.00222,,,,,,400000,105,105,132830307.36,15.00,1976.01,1650.55,353.2,ok,fronts/nsga2__c101_21__cfg25.pkl
329,moead_ws,34,c201_21,3625677929,0.7992,0.01656,20,0.5996,weighted-sum,energy,,400000,105,105,410457483.38,6.00,2261.08,7284.10,605.1,ok,fronts/moead_ws__c201_21__cfg34.pkl
349,smsemoa,22,rc201_21,1668002958,0.9378,0.02608,,,,,,400000,105,105,23072472.36,7.00,2056.40,1328.98,589.3,ok,fronts/smsemoa__rc201_21__cfg22.pkl
353,moead_ws,41,rc201_21,1877395163,0.6371,0.002,13,0.6861,tchebycheff,energy,,400000,105,105,24630406.52,12.00,2983.76,3341.76,571.7,ok,fronts/moead_ws__rc201_21__cfg41.pkl
377,smsemoa,14,rc101_21,1025734381,0.3299,0.00228,,,,,,400000,105,105,35112956.41,22.00,2550.13,68.04,337.1,ok,fronts/smsemoa__rc101_21__cfg14.pkl
373,nsga2,30,c101_21,1039178561,0.1398,0.00192,,,,,,400000,105,105,98579990.81,15.00,1858.18,1884.76,449.3,ok,fronts/nsga2__c101_21__cfg30.pkl
365,nsga2,38,rc101_21,1019741259,0.0583,0.00498,,,,,,400000,105,105,18946191.9,21.00,2129.56,7.40,521.2,ok,fronts/nsga2__rc101_21__cfg38.pkl
361,moead_ws,42,c201_21,967754002,0.4543,0.11082,3,0.2954,pbi,das-dennis,4.981,400000,105,67,825958.21,11.00,3040.13,24698.64,624.3,ok,fronts/moead_ws__c201_21__cfg42.pkl
345,smsemoa,48,r201_21,2872541535,0.1533,0.00278,,,,,,400000,105,105,13575845.06,7.00,1551.14,1018.52,899.6,ok,fronts/smsemoa__r201_21__cfg48.pkl
369,smsemoa,34,r201_21,1022047967,0.8298,0.10049,,,,,,400000,105,105,5045308.39,6.00,1476.86,227.59,704.0,ok,fronts/smsemoa__r201_21__cfg34.pkl
397,smsemoa,39,rc101_21,2620489694,0.4351,0.28723,,,,,,400000,105,105,36189894.17,22.00,2414.57,6.51,305.9,ok,fronts/smsemoa__rc101_21__cfg39.pkl
389,moead_ws,16,c101_21,3771519608,0.1746,0.00136,4,0.5911,tchebycheff,energy,,400000,105,105,19698010.28,23.00,3496.17,22656.21,421.5,ok,fronts/moead_ws__c101_21__cfg16.pkl
381,nsga2,17,c201_21,3722811861,0.3258,0.00827,,,,,,400000,105,105,358896807.29,5.00,1199.05,4031.05,557.8,ok,fronts/nsga2__c201_21__cfg17.pkl
405,nsga2,11,r101_21,3739722621,0.7581,0.00755,,,,,,400000,105,105,25397238.31,22.00,1934.47,6.21,284.9,ok,fronts/nsga2__r101_21__cfg11.pkl
385,smsemoa,2,r201_21,2526528889,0.2659,0.25163,,,,,,400000,105,105,24396136.54,6.00,1306.01,14.16,610.6,ok,fronts/smsemoa__r201_21__cfg02.pkl
413,smsemoa,18,r101_21,1592089515,0.5909,0.00114,,,,,,400000,105,105,10833175.58,23.00,2066.14,152.30,310.7,ok,fronts/smsemoa__r101_21__cfg18.pkl
393,moead_ws,10,rc201_21,572266290,0.2326,0.02064,21,0.606,pbi,energy,6.428,400000,105,102,426625.59,17.00,4033.18,5472.52,551.2,ok,fronts/moead_ws__rc201_21__cfg10.pkl
401,nsga2,23,c201_21,423989593,0.8323,0.09851,,,,,,400000,105,104,53649761.0,4.00,1055.59,352.90,570.7,ok,fronts/nsga2__c201_21__cfg23.pkl
409,smsemoa,30,rc201_21,1988568252,0.727,0.08017,,,,,,400000,105,105,13228929.82,6.00,1605.16,63.65,482.4,ok,fronts/smsemoa__rc201_21__cfg30.pkl
433,smsemoa,33,rc101_21,1712220817,0.5549,0.0083,,,,,,400000,105,105,14313873.89,22.00,2578.47,62.75,311.9,ok,fronts/smsemoa__rc101_21__cfg33.pkl
421,smsemoa,29,c101_21,3549228274,0.2812,0.043,,,,,,400000,105,105,134527928.83,14.00,1921.23,1421.23,367.3,ok,fronts/smsemoa__c101_21__cfg29.pkl
429,moead_ws,11,r101_21,2449251214,0.4126,0.00845,24,0.6519,tchebycheff,energy,,400000,105,104,4910786.27,39.00,3286.55,837.87,366.6,ok,fronts/moead_ws__r101_21__cfg11.pkl
445,smsemoa,17,r101_21,2539632720,0.5811,0.00723,,,,,,400000,105,105,19969021.7,23.00,2080.14,173.58,309.2,ok,fronts/smsemoa__r101_21__cfg17.pkl
425,moead_ws,45,c201_21,921423106,0.6657,0.04078,17,0.897,weighted-sum,energy,,400000,105,104,124086930.59,7.00,2365.05,6557.60,566.9,ok,fronts/moead_ws__c201_21__cfg45.pkl
441,moead_ws,27,c101_21,636395339,0.5354,0.12647,14,0.8044,tchebycheff,energy,,400000,105,105,110475171.52,20.00,2634.36,3360.40,432.7,ok,fronts/moead_ws__c101_21__cfg27.pkl
437,smsemoa,35,rc201_21,2206546742,0.3171,0.22932,,,,,,400000,105,105,63855296.88,5.00,1443.86,115.81,593.4,ok,fronts/smsemoa__rc201_21__cfg35.pkl
417,smsemoa,47,r201_21,1445284966,0.1228,0.11449,,,,,,400000,105,105,37831663.16,5.00,1304.09,64.13,799.8,ok,fronts/smsemoa__r201_21__cfg47.pkl
449,moead_ws,35,r201_21,2208309216,0.1197,0.00195,19,0.6579,weighted-sum,energy,,400000,105,105,7810214.45,10.00,2737.54,5919.31,625.9,ok,fronts/moead_ws__r201_21__cfg35.pkl
461,moead_ws,26,c201_21,1339966855,0.2969,0.2241,18,0.9163,pbi,das-dennis,3.955,400000,105,97,1424919.58,15.00,3559.12,15120.99,582.2,ok,fronts/moead_ws__c201_21__cfg26.pkl
457,nsga2,40,c201_21,3320266413,0.557,0.08746,,,,,,400000,105,105,174544588.82,5.00,1300.78,3986.45,600.0,ok,fronts/nsga2__c201_21__cfg40.pkl
465,smsemoa,10,r201_21,872488411,0.4321,0.0358,,,,,,400000,105,105,29392790.99,6.00,1462.90,315.71,585.7,ok,fronts/smsemoa__r201_21__cfg10.pkl
481,smsemoa,40,r101_21,3240945893,0.8917,0.07151,,,,,,400000,105,105,15357276.06,24.00,2217.99,133.88,298.5,ok,fronts/smsemoa__r101_21__cfg40.pkl
477,moead_ws,46,c101_21,3650154031,0.2408,0.00226,3,0.7768,pbi,das-dennis,9.196,400000,105,105,3801229.27,29.00,4464.52,29359.68,488.4,ok,fronts/moead_ws__c101_21__cfg46.pkl
453,nsga2,36,r201_21,3387867856,0.2146,0.01028,,,,,,400000,105,105,12993267.48,6.00,1633.79,1658.70,805.0,ok,fronts/nsga2__r201_21__cfg36.pkl
469,moead_ws,32,r201_21,1347589592,0.5901,0.00172,24,0.6162,weighted-sum,das-dennis,,400000,105,104,1542496.77,12.00,2836.97,6796.27,671.7,ok,fronts/moead_ws__r201_21__cfg32.pkl
497,nsga2,13,r101_21,2670290978,0.7784,0.00303,,,,,,400000,105,105,21401995.46,21.00,1968.46,0.00,292.9,ok,fronts/nsga2__r101_21__cfg13.pkl
489,moead_ws,30,rc101_21,3414501644,0.7257,0.00162,5,0.9359,pbi,das-dennis,9.63,400000,105,97,418057.55,46.00,4434.33,517.33,387.8,ok,fronts/moead_ws__rc101_21__cfg30.pkl
501,nsga2,34,r101_21,806257296,0.5592,0.00566,,,,,,400000,105,105,39880756.02,20.00,1811.41,23.11,309.0,ok,fronts/nsga2__r101_21__cfg34.pkl
485,smsemoa,46,rc201_21,807645636,0.9368,0.00395,,,,,,400000,105,105,38427668.56,7.00,2207.59,1605.81,564.5,ok,fronts/smsemoa__rc201_21__cfg46.pkl
505,moead_ws,38,r101_21,89186122,0.9361,0.01215,6,0.3833,weighted-sum,energy,,400000,105,94,21192066.42,32.00,2719.17,593.64,359.3,ok,fronts/moead_ws__r101_21__cfg38.pkl
473,moead_ws,25,c201_21,542093640,0.3675,0.00808,19,0.3795,weighted-sum,das-dennis,,400000,105,105,134108454.77,8.00,3106.04,59476.75,851.1,ok,fronts/moead_ws__c201_21__cfg25.pkl
513,nsga2,20,rc101_21,1634501555,0.2269,0.04563,,,,,,400000,105,105,42322254.41,21.00,2397.04,28.66,346.7,ok,fronts/nsga2__rc101_21__cfg20.pkl
517,nsga2,10,c101_21,1536553448,0.8276,0.0367,,,,,,400000,105,105,91390766.07,15.00,1849.13,1119.23,328.0,ok,fronts/nsga2__c101_21__cfg10.pkl
521,smsemoa,46,c101_21,2756197797,0.9368,0.00395,,,,,,400000,105,105,110630417.79,16.00,1942.64,1746.67,329.7,ok,fronts/smsemoa__c101_21__cfg46.pkl
529,smsemoa,4,r101_21,922052966,0.4494,0.00472,,,,,,400000,105,105,6915890.92,25.00,2127.95,141.02,315.9,ok,fronts/smsemoa__r101_21__cfg04.pkl
525,moead_ws,31,r101_21,3131767209,0.8009,0.02955,13,0.7951,pbi,energy,3.28,400000,105,103,1681356.77,46.00,3458.02,1621.19,385.0,ok,fronts/moead_ws__r101_21__cfg31.pkl
493,moead_ws,38,c201_21,3091241237,0.9361,0.01215,6,0.3833,weighted-sum,energy,,400000,105,105,95304389.36,7.00,2376.61,42789.66,783.9,ok,fronts/moead_ws__c201_21__cfg38.pkl
509,nsga2,50,c201_21,4092528167,0.118,0.2414,,,,,,400000,105,105,76779681.59,5.00,1007.71,1716.95,651.8,ok,fronts/nsga2__c201_21__cfg50.pkl
537,moead_ws,50,r101_21,3858604063,0.2018,0.00204,22,0.5045,tchebycheff,energy,,400000,105,94,6014801.41,35.00,3166.99,1137.12,421.0,ok,fronts/moead_ws__r101_21__cfg50.pkl
545,nsga2,44,rc101_21,1626822498,0.7224,0.01394,,,,,,400000,105,105,43028070.88,21.00,2318.03,5.00,300.8,ok,fronts/nsga2__rc101_21__cfg44.pkl
541,moead_ws,20,c101_21,342122012,0.1017,0.11603,15,0.052,tchebycheff,energy,,400000,105,105,105482385.4,24.00,3289.20,8325.48,450.9,ok,fronts/moead_ws__c101_21__cfg20.pkl
549,moead_ws,21,r101_21,3180059094,0.0991,0.12292,21,0.9796,pbi,das-dennis,8.015,400000,105,105,1260443.54,41.00,3157.57,674.54,365.3,ok,fronts/moead_ws__r101_21__cfg21.pkl
533,smsemoa,35,c201_21,2137653142,0.3171,0.22932,,,,,,400000,105,105,137058319.05,5.00,1063.63,2109.84,619.1,ok,fronts/smsemoa__c201_21__cfg35.pkl
557,moead_ws,45,rc101_21,1694349523,0.6657,0.04078,17,0.897,weighted-sum,energy,,400000,105,104,8112744.69,32.00,3258.80,718.21,343.6,ok,fronts/moead_ws__rc101_21__cfg45.pkl
577,smsemoa,2,r101_21,2156468904,0.2659,0.25163,,,,,,400000,105,105,9512012.0,23.00,2069.91,114.81,340.6,ok,fronts/smsemoa__r101_21__cfg02.pkl
565,nsga2,5,c101_21,3821575259,0.1281,0.01305,,,,,,400000,105,105,164968130.02,15.00,1753.74,358.57,436.4,ok,fronts/nsga2__c101_21__cfg05.pkl
