Run,Seed,Best_f1_Base,Best_f1_Prop,N_vehicles_Base,N_vehicles_Prop,Success_Base,Success_Prop,N_feasible_Base,N_feasible_Prop,HV_Base,HV_Prop
1,0,6373.205937873172,6585.32735531546,2,2,1,1,7,4,,
